TransactionID,CustomerName,Category,Amount,Branch,Date,Status
725603,Billy Nicholson,Groceries,10727.84,Port Said - Port Fuad,2025-07-25,Failed
259201,Catherine Martinez,Electronics,2582.05,Alexandria - Smouha,2025-06-20,Failed
363435,Mr. Ronald Anderson,Fashion,11355.66,Giza - Dokki,2025-04-16,Pending
890318,Ronald Stevens,Electronics,11530.99,Alexandria - Smouha,2025-08-07,Success
157617,Julia Richardson,Electronics,5338.42,Port Said - Port Fuad,2025-09-10,Failed
860246,Dylan Scott,Electronics,8732.47,Cairo - Nasr City,2025-12-29,Success
973082,Cheryl Hernandez,Groceries,12670.32,Suez - Port Tawfik,2025-05-17,Success
976223,Richard Cameron,Toys,10926.02,Cairo - Nasr City,2025-11-11,Pending
158664,Jessica Clark,Electronics,4678.24,Suez - Port Tawfik,2025-05-21,Failed
842596,Jonathan Martinez,Home Appliances,12713.93,Suez - Port Tawfik,2025-12-24,Pending
393091,Jill Jefferson,Home Appliances,131.42,Suez - Port Tawfik,2026-01-09,Success
433328,Judy Potter,Home Appliances,10729.02,Giza - Dokki,2025-06-14,Pending
222429,Amy Kennedy,Groceries,14433.95,Suez - Port Tawfik,2026-02-05,Pending
199994,Anthony Perkins,Home Appliances,12495.51,Suez - Port Tawfik,2025-12-28,Pending
935045,Christie Morales,Fashion,8708.9,Suez - Port Tawfik,2025-12-22,Failed
829767,Lauren Villa,Electronics,8366.41,Suez - Port Tawfik,2025-10-24,Pending
540037,Ashley Miller,Groceries,411.02,Giza - Dokki,2025-12-08,Success
666871,James Stafford,Fashion,11953.56,Giza - Dokki,2025-05-14,Failed
749023,Kelsey Boone,Home Appliances,13788.65,Alexandria - Smouha,2025-12-18,Pending
396113,Ms. Jill Wiggins,Groceries,1307.7,Alexandria - Smouha,2025-09-09,Failed
579329,Bill Sanders,Home Appliances,10521.53,Port Said - Port Fuad,2026-03-24,Failed
855211,Matthew Brown,Toys,1747.15,Giza - Dokki,2025-08-24,Success
268712,Michael Brooks,Home Appliances,12103.09,Suez - Port Tawfik,2025-10-06,Failed
624396,Tanya Smith,Fashion,11842.82,Cairo - Nasr City,2025-07-04,Pending
806388,Laura Ryan,Home Appliances,5282.47,Giza - Dokki,2025-07-12,Failed
434309,John Howard,Electronics,11816.8,Cairo - Nasr City,2025-04-18,Failed
197985,Nancy Quinn,Home Appliances,4735.33,Suez - Port Tawfik,2025-08-29,Success
985567,Valerie Daniels,Home Appliances,10648.92,Suez - Port Tawfik,2025-09-30,Pending
370129,Mr. Jeffrey Jennings,Fashion,2531.08,Alexandria - Smouha,2025-08-10,Success
376630,Erica Casey,Electronics,8669.33,Alexandria - Smouha,2025-07-06,Success
942579,Kristin Miller,Fashion,10386.72,Alexandria - Smouha,2025-10-02,Pending
140892,Elizabeth Brewer,Electronics,8529.17,Port Said - Port Fuad,2026-03-29,Pending
915982,Jay Reed,Home Appliances,14658.58,Suez - Port Tawfik,2025-06-29,Success
384087,David Moore,Home Appliances,2232.55,Alexandria - Smouha,2025-10-20,Success
704877,David Henderson,Electronics,7031.07,Port Said - Port Fuad,2026-02-15,Failed
955147,Brandon Carter,Electronics,5922.64,Alexandria - Smouha,2025-04-22,Failed
567790,Daniel Harris,Home Appliances,14042.67,Cairo - Nasr City,2026-02-19,Success
431504,Rachael Moore,Toys,8065.13,Alexandria - Smouha,2025-06-22,Success
859540,Kirk Stafford,Home Appliances,5767.0,Giza - Dokki,2025-11-24,Success
883623,Debra Mullen,Home Appliances,4368.26,Suez - Port Tawfik,2025-12-08,Pending
754975,Timothy Ford,Home Appliances,14447.57,Cairo - Nasr City,2025-11-02,Failed
112643,Jennifer Nichols,Toys,13808.65,Cairo - Nasr City,2026-02-28,Success
261827,Shaun Brady,Fashion,13683.54,Alexandria - Smouha,2025-04-22,Failed
841471,Robert Thompson,Home Appliances,10964.36,Port Said - Port Fuad,2026-03-12,Success
574226,Mark Walker,Toys,5305.51,Giza - Dokki,2025-11-11,Pending
581925,Samuel Ross,Electronics,11948.96,Alexandria - Smouha,2025-10-20,Failed
279521,Sean Bennett,Groceries,10239.02,Cairo - Nasr City,2025-06-25,Success
565233,April Schneider,Electronics,9025.04,Alexandria - Smouha,2025-05-22,Failed
484690,Monique Duke,Groceries,11374.52,Cairo - Nasr City,2025-07-27,Success
757877,Ariel Roman,Electronics,6564.42,Giza - Dokki,2026-02-15,Failed
746651,Phillip Sherman,Groceries,9831.43,Alexandria - Smouha,2025-07-05,Pending
389025,Jessica Cameron,Fashion,12394.85,Suez - Port Tawfik,2025-06-15,Success
850661,Rebecca Williams,Groceries,5447.68,Cairo - Nasr City,2026-02-17,Success
194649,Jeffrey Quinn,Electronics,3199.86,Port Said - Port Fuad,2025-06-25,Success
894826,Samantha Good,Groceries,12072.07,Giza - Dokki,2025-07-27,Success
264915,Barbara Sandoval,Electronics,5291.43,Suez - Port Tawfik,2025-09-23,Failed
699082,Diane Gibson,Toys,6901.47,Cairo - Nasr City,2025-05-12,Failed
173337,Joshua Lutz,Home Appliances,6107.8,Alexandria - Smouha,2025-09-10,Pending
942188,Dr. Samantha Higgins,Toys,12568.41,Suez - Port Tawfik,2026-03-29,Pending
735189,Edward Lewis,Toys,3045.32,Cairo - Nasr City,2025-04-26,Success
139970,Samantha Johnston,Home Appliances,8324.63,Port Said - Port Fuad,2025-07-26,Success
250922,Joshua Hill,Home Appliances,6236.49,Cairo - Nasr City,2025-08-20,Failed
358386,Henry Jackson,Home Appliances,14057.33,Suez - Port Tawfik,2025-04-17,Failed
942552,Evan Lee,Groceries,4696.16,Suez - Port Tawfik,2025-09-09,Pending
361127,Kevin Hall,Toys,6585.14,Suez - Port Tawfik,2025-12-02,Pending
823483,Mr. Steven Allen,Fashion,1879.11,Giza - Dokki,2025-11-10,Success
338286,Kathryn Rivers,Electronics,261.16,Giza - Dokki,2025-08-27,Success
194673,Allen Crawford,Home Appliances,2796.34,Port Said - Port Fuad,2025-10-06,Pending
270539,Monica Cantrell,Electronics,13511.87,Suez - Port Tawfik,2025-10-25,Success
377356,Melanie Ingram,Home Appliances,10522.72,Alexandria - Smouha,2026-03-01,Pending
220291,Paul Valdez,Toys,14773.61,Suez - Port Tawfik,2025-12-25,Success
738562,Lisa Phelps,Electronics,1628.45,Suez - Port Tawfik,2025-09-12,Failed
470347,Melissa Brown,Groceries,5284.55,Cairo - Nasr City,2026-03-22,Failed
203954,Lori Parker,Home Appliances,12809.56,Suez - Port Tawfik,2025-09-10,Success
232705,Mrs. Laurie Miller,Groceries,4322.09,Cairo - Nasr City,2025-08-15,Failed
816848,Jerry Alvarado,Groceries,2772.8,Port Said - Port Fuad,2025-12-26,Success
661214,Theresa Powell,Home Appliances,11824.27,Suez - Port Tawfik,2025-08-23,Pending
457164,John Cooper,Fashion,13295.99,Suez - Port Tawfik,2025-08-15,Pending
875140,Jessica Peters,Groceries,5223.28,Cairo - Nasr City,2026-02-23,Pending
419969,Barry Huffman,Home Appliances,3121.99,Suez - Port Tawfik,2025-06-10,Success
781089,Mrs. Jennifer Cruz MD,Toys,2313.07,Alexandria - Smouha,2025-04-24,Pending
555241,Danny Hartman,Fashion,9497.74,Suez - Port Tawfik,2025-10-21,Success
917696,Melissa Blake,Toys,12045.18,Giza - Dokki,2025-11-08,Success
418801,Carol Pineda,Groceries,9932.76,Alexandria - Smouha,2026-03-02,Pending
863879,Laura Hart,Toys,786.21,Port Said - Port Fuad,2025-08-09,Success
121980,Catherine Miller,Fashion,9997.75,Suez - Port Tawfik,2025-06-22,Pending
113137,Jacob Stephens,Electronics,11794.34,Port Said - Port Fuad,2025-09-24,Success
407335,Jesse Morrison,Toys,5218.9,Alexandria - Smouha,2026-02-07,Success
335307,Jesse Edwards,Electronics,7162.66,Cairo - Nasr City,2025-07-15,Failed
579586,Jimmy Nguyen,Fashion,10907.77,Cairo - Nasr City,2025-11-06,Success
601693,Kyle Parker,Electronics,4866.22,Alexandria - Smouha,2025-05-15,Success
806820,Nicole Taylor,Groceries,9645.02,Giza - Dokki,2026-02-13,Success
306895,Sharon Charles,Fashion,10844.49,Port Said - Port Fuad,2025-04-11,Failed
250611,Annette Hernandez,Groceries,8353.32,Suez - Port Tawfik,2025-04-03,Failed
629279,Jeremy Klein,Electronics,14757.92,Suez - Port Tawfik,2025-05-31,Failed
390378,Jonathan Harmon,Toys,1951.19,Suez - Port Tawfik,2025-10-26,Success
618719,Trevor Clark,Toys,2235.32,Alexandria - Smouha,2025-12-06,Pending
341371,James Sullivan,Groceries,11102.15,Port Said - Port Fuad,2026-02-05,Success
902709,Erik Roth,Toys,5819.31,Alexandria - Smouha,2025-11-27,Pending
784677,Tiffany Martin,Groceries,8834.19,Cairo - Nasr City,2025-06-12,Success
331997,Shannon Gonzalez,Toys,1574.71,Cairo - Nasr City,2025-12-16,Success
924513,Courtney Hernandez,Fashion,12820.89,Port Said - Port Fuad,2025-07-26,Failed
601999,Jeffrey Bush,Groceries,3490.62,Cairo - Nasr City,2026-02-12,Success
611566,Rebecca Smith,Groceries,4586.3,Port Said - Port Fuad,2025-06-20,Failed
291037,Dakota Peterson,Groceries,1978.48,Cairo - Nasr City,2025-08-19,Pending
710737,Gina Ibarra,Groceries,13188.05,Cairo - Nasr City,2025-12-22,Pending
745835,Jasmine Ruiz,Electronics,4011.17,Alexandria - Smouha,2026-02-19,Pending
621440,William Robinson,Home Appliances,3706.08,Suez - Port Tawfik,2025-07-13,Pending
811154,Cindy Pope,Fashion,5642.58,Alexandria - Smouha,2026-03-19,Success
635108,Christopher Davis,Groceries,1573.45,Alexandria - Smouha,2025-07-23,Pending
499453,Jennifer Gray,Groceries,5968.94,Alexandria - Smouha,2025-06-15,Success
588728,Robert Avila,Groceries,9904.06,Port Said - Port Fuad,2026-01-30,Failed
754175,Keith Short,Toys,12257.82,Alexandria - Smouha,2025-06-27,Success
826624,James Quinn,Electronics,2545.85,Suez - Port Tawfik,2025-04-21,Pending
478458,Mary Brewer,Toys,1662.19,Alexandria - Smouha,2025-11-11,Failed
710120,Laura Avila,Fashion,1178.39,Giza - Dokki,2026-02-24,Failed
699627,Jack Ortiz,Groceries,11729.37,Cairo - Nasr City,2025-05-13,Success
297681,Laura Moore,Electronics,12318.59,Suez - Port Tawfik,2026-03-10,Pending
248623,Alexander Flores,Fashion,12752.14,Alexandria - Smouha,2025-12-15,Success
577084,Heather Watkins,Home Appliances,12505.12,Cairo - Nasr City,2025-06-01,Failed
901050,Traci Herrera,Toys,3705.04,Alexandria - Smouha,2025-10-31,Pending
947178,Clayton Compton,Electronics,12466.83,Alexandria - Smouha,2025-10-19,Failed
711549,John Mccoy,Home Appliances,9367.12,Giza - Dokki,2025-08-05,Failed
290156,John Stephens,Electronics,230.52,Port Said - Port Fuad,2025-11-25,Pending
368780,Matthew Jordan,Home Appliances,7507.8,Cairo - Nasr City,2025-05-08,Pending
760773,Emily Walsh,Home Appliances,1905.21,Alexandria - Smouha,2025-06-08,Failed
855229,Janet Garcia,Groceries,9460.91,Port Said - Port Fuad,2025-09-07,Success
959001,Katherine Salazar MD,Toys,798.34,Giza - Dokki,2025-08-16,Pending
735061,Brandon Adams,Toys,12073.22,Alexandria - Smouha,2026-03-04,Success
589865,James Santiago,Electronics,12081.1,Port Said - Port Fuad,2025-12-22,Failed
254603,Cheryl Thompson,Toys,7807.64,Cairo - Nasr City,2025-04-03,Success
706344,Lindsey Herrera,Home Appliances,4863.81,Port Said - Port Fuad,2025-10-01,Failed
416804,Michael Sherman,Fashion,7812.37,Port Said - Port Fuad,2026-03-31,Success
782993,Larry Lopez,Fashion,4419.44,Suez - Port Tawfik,2026-02-14,Success
372492,Katherine Jones MD,Groceries,2168.25,Suez - Port Tawfik,2025-09-27,Failed
601070,Greg Morse,Fashion,5062.19,Suez - Port Tawfik,2025-06-30,Failed
996975,Justin Robinson,Toys,13008.85,Suez - Port Tawfik,2025-08-04,Success
232943,Jorge Pierce,Electronics,4846.03,Alexandria - Smouha,2025-12-01,Success
992150,Robert Mitchell,Fashion,10766.98,Giza - Dokki,2025-04-09,Success
558703,Carolyn Walter,Groceries,14677.52,Giza - Dokki,2025-04-09,Failed
377928,Samuel Marshall,Electronics,8655.02,Port Said - Port Fuad,2026-02-16,Success
348398,David Smith DDS,Fashion,11145.07,Port Said - Port Fuad,2025-06-25,Success
385001,Kyle Williams MD,Fashion,5062.22,Suez - Port Tawfik,2026-01-01,Success
315482,Jessica Montoya,Toys,6435.41,Suez - Port Tawfik,2026-04-01,Success
741442,Alyssa Murphy,Groceries,3949.95,Alexandria - Smouha,2025-10-01,Failed
754314,Richard Johnson,Electronics,4320.64,Cairo - Nasr City,2025-07-06,Pending
560492,Sarah Collins,Home Appliances,10679.15,Suez - Port Tawfik,2025-08-01,Failed
114308,Alexandra Wu,Toys,1454.71,Port Said - Port Fuad,2025-09-28,Success
604805,Katrina Morris,Groceries,13209.7,Suez - Port Tawfik,2025-04-17,Success
711117,Johnny Gallagher,Fashion,3458.5,Port Said - Port Fuad,2025-04-25,Failed
725543,Yvonne Bennett,Electronics,2194.24,Giza - Dokki,2025-08-21,Pending
600694,Melody Ortiz,Fashion,7808.23,Giza - Dokki,2025-07-12,Success
495319,Brandy Jordan,Groceries,5120.82,Suez - Port Tawfik,2025-05-16,Pending
696691,Stephanie Fritz,Fashion,12432.1,Port Said - Port Fuad,2025-10-02,Failed
603556,Claudia Ward,Home Appliances,11086.87,Alexandria - Smouha,2025-05-21,Pending
204416,Joanne Clark,Toys,1298.28,Cairo - Nasr City,2025-09-26,Pending
446463,Wendy White,Fashion,3798.54,Giza - Dokki,2025-07-10,Success
353861,Natasha Hurley,Toys,12698.14,Port Said - Port Fuad,2025-11-06,Failed
811262,Teresa Hatfield,Toys,9180.7,Suez - Port Tawfik,2025-10-11,Failed
858754,Shaun Meza,Electronics,12282.59,Port Said - Port Fuad,2026-02-15,Success
468036,Cameron Jenkins,Toys,1059.95,Alexandria - Smouha,2025-11-24,Success
975395,Jennifer Perry,Home Appliances,12724.69,Alexandria - Smouha,2026-01-19,Pending
206310,Russell Patterson,Toys,8226.26,Port Said - Port Fuad,2026-01-07,Success
299954,Teresa Garcia,Toys,4373.65,Giza - Dokki,2025-08-28,Failed
989953,Elizabeth Johnson,Electronics,10870.89,Suez - Port Tawfik,2025-04-30,Failed
180265,Lindsey Brown,Home Appliances,8330.01,Suez - Port Tawfik,2025-04-25,Success
613270,Robert Cowan,Fashion,11092.5,Suez - Port Tawfik,2025-08-20,Failed
859708,Samantha Powell MD,Toys,8870.2,Suez - Port Tawfik,2025-06-01,Pending
388286,Robin Ferguson,Electronics,6478.12,Port Said - Port Fuad,2026-01-18,Success
289606,Daniel Pitts,Electronics,11339.92,Cairo - Nasr City,2025-05-13,Pending
448420,Katherine Meadows,Toys,10331.89,Port Said - Port Fuad,2025-10-11,Pending
443053,Paul Bennett,Fashion,5768.54,Suez - Port Tawfik,2025-05-01,Pending
307890,Mr. Allen Smith,Electronics,6256.63,Alexandria - Smouha,2025-07-07,Failed
688275,James Chambers,Electronics,6890.74,Suez - Port Tawfik,2025-12-01,Failed
578973,Shane Riley PhD,Fashion,2878.75,Cairo - Nasr City,2025-04-22,Success
930122,Dave Lawson,Fashion,14662.87,Suez - Port Tawfik,2025-12-13,Success
871637,Deanna Watkins,Home Appliances,1037.6,Suez - Port Tawfik,2025-08-18,Success
368944,April Wood,Fashion,9245.61,Cairo - Nasr City,2025-09-21,Success
202426,Isaac Hamilton,Groceries,8499.31,Suez - Port Tawfik,2025-06-19,Failed
487490,Courtney Smith,Toys,5489.53,Suez - Port Tawfik,2025-07-27,Pending
781096,Daniel Gilbert,Fashion,2136.54,Port Said - Port Fuad,2026-03-17,Success
367473,Stephen Hogan,Home Appliances,5057.52,Giza - Dokki,2025-09-22,Failed
959267,Sharon Oliver,Fashion,3764.77,Cairo - Nasr City,2025-11-27,Failed
100398,Travis Vaughan,Home Appliances,14921.6,Suez - Port Tawfik,2025-05-22,Failed
235585,Alison Vance,Home Appliances,3603.47,Cairo - Nasr City,2025-07-28,Success
819234,Lee Callahan,Toys,3005.47,Giza - Dokki,2025-11-14,Failed
365353,Kristen Wells,Toys,13511.22,Alexandria - Smouha,2025-05-08,Success
872480,Brendan Williams,Fashion,5097.49,Giza - Dokki,2025-04-01,Failed
259428,Jared Landry,Home Appliances,13346.39,Suez - Port Tawfik,2025-09-24,Success
194838,Kerry Johnson,Electronics,12573.71,Cairo - Nasr City,2026-02-15,Failed
853638,Andrea Kelley,Fashion,2959.96,Suez - Port Tawfik,2025-09-11,Failed
543436,Heather Maldonado,Electronics,12082.01,Alexandria - Smouha,2025-10-08,Failed
498183,Tiffany Hebert,Toys,1046.31,Alexandria - Smouha,2025-04-29,Failed
437372,Gerald Decker,Groceries,10125.5,Alexandria - Smouha,2026-01-31,Failed
880965,Dr. Kevin Rodriguez PhD,Home Appliances,12218.33,Cairo - Nasr City,2026-01-31,Failed
346975,Christopher Price,Fashion,7430.89,Giza - Dokki,2025-10-17,Success
703118,Tami Huynh,Electronics,6555.77,Alexandria - Smouha,2026-02-14,Pending
497048,Michael Wall,Toys,12690.11,Suez - Port Tawfik,2025-05-25,Success
583513,John Johnson PhD,Groceries,7665.45,Port Said - Port Fuad,2025-08-11,Pending
774610,David Fields,Fashion,1050.55,Cairo - Nasr City,2026-04-01,Pending
568197,Tracy Austin,Toys,2715.28,Suez - Port Tawfik,2025-10-31,Pending
653702,Sarah Wilcox,Home Appliances,375.01,Giza - Dokki,2025-04-10,Failed
921086,Alfred Ward,Home Appliances,14163.73,Cairo - Nasr City,2025-08-21,Failed
237529,Benjamin Moon,Fashion,11036.61,Cairo - Nasr City,2026-01-06,Failed
757670,David Baxter,Groceries,7211.63,Cairo - Nasr City,2026-02-11,Failed
287000,Brian Nicholson,Toys,6090.12,Suez - Port Tawfik,2026-01-13,Failed
565655,Bradley Gallagher,Home Appliances,9496.77,Giza - Dokki,2025-05-03,Success
619085,Tabitha Gonzalez,Fashion,2861.81,Giza - Dokki,2025-06-11,Failed
532276,Jessica Williams,Toys,14881.48,Suez - Port Tawfik,2025-09-05,Success
709593,Tyler Lewis,Fashion,8568.09,Suez - Port Tawfik,2025-11-12,Pending
963724,Emily Fuentes,Home Appliances,8469.1,Port Said - Port Fuad,2025-10-10,Failed
683056,Todd Wu,Electronics,8786.45,Alexandria - Smouha,2026-02-20,Failed
887580,Maxwell Rodgers,Fashion,14276.31,Giza - Dokki,2026-01-31,Failed
639300,John Castro,Home Appliances,2098.53,Cairo - Nasr City,2025-06-01,Pending
682774,Jasmine Mathis,Groceries,7782.55,Giza - Dokki,2025-12-28,Success
938129,Michael Castaneda,Toys,7038.87,Giza - Dokki,2025-11-10,Failed
273255,Leah Black,Fashion,2394.52,Alexandria - Smouha,2025-12-06,Success
276849,Heather Sharp,Home Appliances,8829.48,Cairo - Nasr City,2025-11-13,Success
358651,John Garza,Home Appliances,4170.25,Port Said - Port Fuad,2025-10-13,Failed
549044,Tina Miller,Home Appliances,9141.04,Alexandria - Smouha,2025-12-30,Success
652951,Gary Thomas,Electronics,9492.85,Alexandria - Smouha,2026-03-16,Failed
269648,Lindsey Wang,Fashion,9126.27,Alexandria - Smouha,2025-04-27,Success
678133,Joshua Vasquez,Groceries,5326.47,Suez - Port Tawfik,2025-10-12,Pending
787250,Brittney Perez,Toys,10980.18,Suez - Port Tawfik,2025-11-23,Success
117352,Thomas Miller,Home Appliances,1287.71,Port Said - Port Fuad,2025-07-31,Failed
941390,Kyle Clay,Fashion,2680.17,Giza - Dokki,2025-11-01,Success
619193,Daniel Henry,Home Appliances,1925.01,Giza - Dokki,2026-03-27,Success
619989,Phillip Davis MD,Home Appliances,5523.6,Alexandria - Smouha,2025-12-11,Success
383994,Jimmy Dixon,Home Appliances,7080.3,Port Said - Port Fuad,2025-09-09,Pending
925875,James Zimmerman,Toys,141.8,Giza - Dokki,2025-06-11,Failed
113131,Thomas Bradley,Toys,4896.16,Giza - Dokki,2026-02-12,Pending
946743,Craig Clark,Home Appliances,4346.94,Cairo - Nasr City,2025-09-09,Failed
463405,Angela Rivers MD,Electronics,5161.35,Alexandria - Smouha,2025-07-25,Pending
293766,Ann Summers,Electronics,5430.65,Alexandria - Smouha,2025-11-25,Pending
613300,Rhonda Brown,Groceries,12354.04,Giza - Dokki,2026-01-11,Failed
831775,Ryan Short,Home Appliances,4106.98,Alexandria - Smouha,2026-01-18,Success
981140,Mitchell Chaney,Fashion,6569.85,Alexandria - Smouha,2025-06-12,Failed
686320,Michelle Mcdonald,Electronics,2764.66,Cairo - Nasr City,2026-02-28,Failed
384167,Julie Young,Groceries,3372.24,Suez - Port Tawfik,2025-05-07,Failed
980761,Sara Barton,Groceries,2545.5,Giza - Dokki,2025-05-13,Success
289373,Jacob Jimenez,Home Appliances,5234.08,Alexandria - Smouha,2026-02-01,Pending
294144,Felicia Lee,Home Appliances,9009.55,Alexandria - Smouha,2026-02-20,Failed
929880,Joshua Massey,Toys,5664.4,Giza - Dokki,2025-07-28,Success
431008,Warren Berry,Groceries,157.65,Alexandria - Smouha,2025-09-25,Failed
494570,Jennifer Cole,Electronics,4476.48,Giza - Dokki,2025-11-30,Failed
970013,Hayley Robinson,Electronics,5831.44,Port Said - Port Fuad,2025-12-23,Success
888951,Michael Wilcox,Electronics,3861.13,Giza - Dokki,2025-10-21,Pending
128753,Scott Sanders,Fashion,984.5,Port Said - Port Fuad,2025-07-16,Success
316468,Mark Huff,Electronics,4949.83,Cairo - Nasr City,2025-06-24,Failed
106698,David Reese,Groceries,8164.27,Giza - Dokki,2025-10-24,Pending
685740,Curtis Winters,Home Appliances,14374.27,Suez - Port Tawfik,2025-11-30,Failed
550844,Aaron Reed,Home Appliances,966.63,Alexandria - Smouha,2026-03-13,Success
856269,Kelly Sanders,Home Appliances,2826.38,Port Said - Port Fuad,2025-06-18,Pending
425490,Cory Jackson,Home Appliances,6725.48,Cairo - Nasr City,2025-04-25,Pending
113782,Joshua Carter,Fashion,13082.38,Suez - Port Tawfik,2025-07-15,Pending
197798,Becky Cook,Electronics,4517.44,Alexandria - Smouha,2025-07-14,Success
446567,Jamie Roberts,Groceries,1463.52,Suez - Port Tawfik,2025-08-17,Success
513294,Rhonda Montoya,Fashion,14894.7,Port Said - Port Fuad,2025-04-26,Pending
241267,Paige Moran,Toys,715.91,Cairo - Nasr City,2025-10-31,Success
119998,Susan Hanson,Groceries,7478.59,Alexandria - Smouha,2025-11-13,Failed
855235,Nicole King,Electronics,12325.99,Port Said - Port Fuad,2025-09-07,Failed
131125,Joshua Davis MD,Groceries,12631.14,Giza - Dokki,2025-10-22,Pending
972783,Michelle Caldwell,Groceries,11211.64,Suez - Port Tawfik,2026-03-22,Failed
227820,Marilyn Johnson,Groceries,13634.56,Alexandria - Smouha,2025-12-20,Failed
137544,Michelle Jackson,Groceries,2476.12,Suez - Port Tawfik,2025-10-17,Failed
407026,Jeffery Martin,Home Appliances,9782.07,Cairo - Nasr City,2026-03-29,Pending
209107,Latoya Madden,Electronics,2227.27,Giza - Dokki,2025-10-13,Failed
566964,Jessica Davila,Home Appliances,813.14,Cairo - Nasr City,2025-06-19,Pending
837697,Jeffery Underwood,Electronics,675.13,Suez - Port Tawfik,2025-08-04,Pending
189221,Joseph Stewart,Fashion,1017.27,Alexandria - Smouha,2025-05-14,Success
103679,Susan Gallagher,Toys,6830.02,Cairo - Nasr City,2025-07-26,Pending
395695,Howard Knox,Toys,1946.84,Suez - Port Tawfik,2025-08-06,Failed
274756,Ricardo Lopez,Groceries,6423.63,Alexandria - Smouha,2025-09-08,Failed
247500,Jean Jones,Fashion,3525.97,Port Said - Port Fuad,2025-09-18,Success
873952,Loretta Brooks,Groceries,3016.13,Giza - Dokki,2025-04-11,Failed
322272,William Dunlap,Electronics,2011.12,Suez - Port Tawfik,2025-04-27,Pending
713013,Angela Adams,Fashion,2560.95,Suez - Port Tawfik,2026-01-24,Pending
263146,Patrick Bowman,Fashion,4054.24,Port Said - Port Fuad,2025-04-04,Failed
879744,Michael Sanders,Home Appliances,2729.66,Port Said - Port Fuad,2026-02-04,Failed
102368,Lori Howard,Fashion,8769.32,Giza - Dokki,2026-02-22,Success
235190,Tina Patel,Home Appliances,4463.97,Suez - Port Tawfik,2025-05-12,Failed
851902,Michael Perkins,Electronics,6851.94,Alexandria - Smouha,2026-02-24,Pending
385823,Jacob Mccormick,Fashion,8896.2,Port Said - Port Fuad,2025-09-25,Success
467343,Ryan Nelson,Toys,9653.11,Cairo - Nasr City,2025-08-23,Success
604243,Justin White,Home Appliances,4944.18,Cairo - Nasr City,2025-09-29,Pending
400561,Shelia Ward,Toys,1995.4,Alexandria - Smouha,2025-04-07,Pending
318209,Karen Marquez,Home Appliances,7302.29,Giza - Dokki,2026-03-15,Success
383316,Brandi Wilson,Toys,10799.58,Port Said - Port Fuad,2026-03-02,Success
764333,Jason Ramos DDS,Fashion,1451.86,Suez - Port Tawfik,2025-11-05,Pending
896621,Leslie Thomas,Groceries,14504.19,Suez - Port Tawfik,2025-11-02,Success
700070,Gary Mitchell,Toys,13303.4,Port Said - Port Fuad,2025-04-01,Pending
756794,Patrick Lee,Toys,1278.52,Port Said - Port Fuad,2025-05-30,Failed
544745,Kayla Ellis,Home Appliances,11935.35,Cairo - Nasr City,2026-01-19,Failed
698315,Lisa Jackson,Home Appliances,6231.71,Cairo - Nasr City,2025-04-06,Pending
932645,Anna Johnson,Fashion,7398.27,Port Said - Port Fuad,2025-10-10,Success
456518,Craig Saunders,Fashion,8776.35,Port Said - Port Fuad,2025-04-04,Success
344413,Mitchell Spencer,Groceries,909.77,Cairo - Nasr City,2025-07-26,Success
779802,Brian Brown,Toys,7379.34,Suez - Port Tawfik,2025-07-19,Success
833269,Katie Ross,Home Appliances,8056.19,Suez - Port Tawfik,2025-11-17,Pending
304526,Kimberly Morales,Home Appliances,2213.21,Port Said - Port Fuad,2025-05-03,Success
529712,Thomas Green,Groceries,7542.56,Cairo - Nasr City,2025-05-03,Success
777571,Veronica Smith,Groceries,11455.62,Giza - Dokki,2025-06-21,Pending
472056,Beth Martinez,Toys,11737.87,Alexandria - Smouha,2025-10-31,Failed
683606,Jason Martinez,Toys,6997.68,Giza - Dokki,2025-04-17,Success
345301,Nicholas Franklin,Electronics,5952.36,Alexandria - Smouha,2025-04-28,Failed
573734,Ms. Jessica Gonzalez,Fashion,7599.81,Cairo - Nasr City,2025-12-28,Success
652427,Brent Whitaker,Toys,12730.38,Port Said - Port Fuad,2025-08-31,Success
192394,Stephanie Perez,Groceries,10267.9,Alexandria - Smouha,2026-02-02,Pending
959152,Walter Ortiz,Toys,4054.5,Alexandria - Smouha,2025-11-02,Failed
630476,Jenna Evans,Electronics,13011.35,Alexandria - Smouha,2025-11-10,Success
563185,David Mays,Groceries,9886.33,Port Said - Port Fuad,2025-08-19,Pending
802877,Christine Lewis,Electronics,4324.2,Port Said - Port Fuad,2026-02-24,Failed
135359,Danielle Beck,Home Appliances,12694.76,Cairo - Nasr City,2025-07-21,Pending
652607,Christopher Lin,Electronics,3814.17,Giza - Dokki,2025-05-24,Success
279920,Andrea Perez,Home Appliances,9869.18,Cairo - Nasr City,2025-11-22,Success
757680,Barbara Thomas,Electronics,11952.3,Alexandria - Smouha,2025-08-08,Failed
622149,Judy Morris,Toys,13162.76,Cairo - Nasr City,2026-02-15,Pending
176536,Bonnie White,Fashion,9671.37,Port Said - Port Fuad,2025-04-05,Pending
806489,Jared Patel,Home Appliances,6057.45,Port Said - Port Fuad,2025-11-20,Success
235148,Stephanie Howard,Fashion,11718.79,Giza - Dokki,2025-07-06,Success
336768,Joe Alvarez,Toys,4186.56,Cairo - Nasr City,2025-09-18,Failed
